# header: 
#   title: D0 resonance data
#   source: Resonancetables
#   date: 2025-08-01
# reaction: 
#   type: D0
# quantity: 
#   type: resonance data
# datablock: 
#   columns: 11
#   entries: 346
##       Z              A            Liso           Value         dValue        Reference   Rel. dev. comp. Rel. dev. NDL  Rel. dev. all  #Experiments      Nuclide
##      []             []             []            [eV]           [eV]            []             [%]            [%]            [%]            []             []
        74            183              0        1.200000E+01   1.000000E+00  RIPL-3                6.38           0.00          88.57           6           W183  
        74            184              0        7.500000E+01   7.000000E+00  RIPL-3                5.97           0.00          67.38           4           W184  
        74            185              0        9.300000E+00   1.600000E+00  Mughabghab-2018       0.00           0.00          18.29           1           W185  
        74            186              0        9.900000E+01   8.000000E+00  RIPL-3                6.21           0.00          38.85           4           W186  
        75            185              0        3.100000E+00   3.000000E-01  RIPL-3                5.04           0.00          11.26           6           Re185 
        75            187              0        3.900000E+00   3.000000E-01  RIPL-3                5.20           0.00          11.96           6           Re187 
        76            186              0        2.900000E+01   2.000000E+00  RIPL-3                7.53           0.00          12.36           7           Os186 
        76            187              0        5.100000E+00   2.000000E-01  RIPL-3                9.86           0.00          32.35           9           Os187 
        76            188              0        4.700000E+01   4.000000E+00  RIPL-3                7.39           0.00          11.61           7           Os188 
        76            189              0        3.400000E+00   4.000000E-01  RIPL-3                4.73           0.00          10.53           7           Os189 
        76            190              0        7.000000E+01   4.000000E+01  RIPL-3               10.88           0.00          15.24           4           Os190 
        76            192              0        1.150000E+02   6.000000E+01  RIPL-3               15.46           0.00          95.87           4           Os192 
        77              0              0        2.900000E+01   6.000000E+00  S.P.Kapchigashe       0.00           0.00          48.72           2           Ir000 
        77            191              0        2.500000E+00   3.000000E-01  RIPL-3                2.11           0.00          17.84           1           Ir191 
        77            192              0        5.000000E-01   2.000000E-01  RIPL-3               13.66           0.00          27.26           0           Ir192 
        77            193              0        5.800000E+00   5.000000E-01  RIPL-3               16.10           0.00          18.56           1           Ir193 
        78              0              0        1.000000E+01   0.000000E+00  C.Corge               0.00           0.00           0.00           1           Pt000 
        78            192              0        3.140000E+01   1.300000E+00  RIPL-3               15.61           0.00          31.11           1           Pt192 
        78            194              0        8.200000E+01   1.000000E+01  RIPL-3               49.33           0.00          46.63           1           Pt194 
        78            195              0        1.800000E+01   3.000000E+00  RIPL-3                2.67           0.00           4.34           0           Pt195 
        78            196              0        3.500000E+02   1.000000E+02  RIPL-3               19.98           0.00          17.01           1           Pt196 
        78            198              0        3.400000E+02   9.000000E+01  RIPL-3                0.00           0.00           1.61           1           Pt198 
        79            197              0        1.550000E+01   8.000000E-01  RIPL-3                2.73           0.00         146.25           5           Au197 
        80            198              0        1.050000E+02   3.500000E+01  RIPL-3               44.58           0.00          44.54           0           Hg198 
        80            199              0        8.000000E+01   3.000000E+01  RIPL-3                2.89           0.00           3.21           0           Hg199 
        80            200              0        6.000000E+02   1.500000E+02  RIPL-3               36.28           0.00          46.39           0           Hg200 
        80            201              0        9.000000E+01   3.000000E+01  RIPL-3                0.00           0.00          10.97           0           Hg201 
        81            203              0        4.700000E+02   5.000000E+01  RIPL-3               26.13           0.00         136.55           3           Tl203 
        81            205              0        4.000000E+03   4.000000E+02  RIPL-3               34.59           0.00          79.04           1           Tl205 
        82            204              0        2.100000E+03   2.000000E+02  RIPL-3                3.37           0.00          36.66           2           Pb204 
        82            206              0        3.000000E+04   6.000000E+03  RIPL-3                9.05           0.00          44.34           1           Pb206 
        82            207              0        3.000000E+04   8.000000E+03  RIPL-3               11.76           0.00          48.54           1           Pb207 
        82            208              0        9.000000E+04   1.500000E+04  RIPL-3               63.27           0.00          78.54           1           Pb208 
        83            209              0        4.450000E+03   4.000000E+02  RIPL-3                5.46           0.00          22.56           1           Bi209 
        88            226              0        3.100000E+01   6.000000E+00  RIPL-3                5.86           0.00          21.66           3           Ra226 
        90            228              0        5.000000E+00   3.000000E+00  RIPL-3                0.00           0.00           0.78           0           Th228 
        90            229              0        6.200000E-01   1.200000E-01  RIPL-3                7.19           0.00          31.24           0           Th229 
        90            230              0        9.600000E+00   1.500000E+00  RIPL-3                4.56           0.00          35.10           3           Th230 
        90            232              0        1.650000E+01   4.000000E-01  RIPL-3                2.13           0.00           6.81           4           Th232 
        90            233              0        1.940000E+01   0.000000E+00  C.A.Uttley            0.00           0.00           0.00           1           Th233 
        91            231              0        5.100000E-01   3.000000E-02  RIPL-3                5.77           0.00          38.65           3           Pa231 
        91            232              0        4.200000E-01   8.000000E-02  RIPL-3               26.86           0.00          26.87           0           Pa232 
        91            233              0        7.800000E-01   9.999999E-02  RIPL-3               13.30           0.00          18.07           0           Pa233 
        92            232              0        4.600000E+00   5.000000E-01  RIPL-3                0.00           0.00           7.29           0           U232  
        92            233              0        5.200000E-01   2.000000E-02  RIPL-3                2.32           0.00         150.71           5           U233  
        92            234              0        1.120000E+01   8.000000E-01  RIPL-3                4.02           0.00          18.71           6           U234  
        92            235              0        4.500000E-01   3.000000E-02  RIPL-3                5.46           0.00         297.63           6           U235  
        92            236              0        1.400000E+01   1.000000E+00  RIPL-3                2.88           0.00           9.10           3           U236  
        92            237              0        3.500000E+00   8.000000E-01  RIPL-3                0.00           0.00           0.52           0           U237  
        92            238              0        2.030000E+01   6.000000E-01  RIPL-3                1.20           0.00           9.12          10           U238  
        93            236              0        6.000000E-01   6.000000E-02  RIPL-3                7.44           0.00          24.86           0           Np236 
        93            237              0        5.700000E-01   3.000000E-02  RIPL-3                0.90           0.00          32.76          11           Np237 
        93            238              0        4.100000E-01   9.999999E-02  RIPL-3                0.00           0.00           1.56           0           Np238 
        94            236              0        5.000000E+00   0.000000E+00  E.F.Gromova           0.00           0.00           0.00           1           Pu236 
        94            238              0        8.300000E+00   5.000000E-01  RIPL-3                3.76           0.00          27.84           2           Pu238 
        94            239              0        2.200000E+00   9.000000E-02  RIPL-3                2.84           0.00         332.02          10           Pu239 
        94            240              0        1.300000E+01   5.000000E-01  RIPL-3                1.96           0.00         221.96           4           Pu240 
        94            241              0        9.300000E-01   8.000000E-02  RIPL-3               14.61           0.00          27.19           8           Pu241 
        94            242              0        1.350000E+01   1.500000E+00  RIPL-3                7.91           0.00          32.71           6           Pu242 
        94            244              0        1.900000E+01   3.000000E+00  RIPL-3                2.53           0.00           8.32           0           Pu244 
        95            241              0        5.800000E-01   4.000000E-02  RIPL-3                2.48           0.00         316.21           7           Am241 
        95            242              0        2.700000E-01   3.000000E-02  RIPL-3               19.40           0.00          17.06           0           Am242 
        95            242              1        4.200000E-01   3.000000E-02  Mughabghab-2018       0.00           0.00           0.40           0           Am242m
        95            243              0        7.300000E-01   6.000000E-02  RIPL-3                8.92           0.00          22.58           2           Am243 
        96            242              0        1.400000E+01   3.000000E+00  RIPL-3               13.66           0.00          29.12           1           Cm242 
        96            243              0        6.900000E-01   5.000000E-02  RIPL-3               21.82           0.00          17.65           1           Cm243 
        96            244              0        1.180000E+01   1.200000E+00  RIPL-3                1.19           0.00           9.44           2           Cm244 
        96            245              0        7.900000E-01   5.000000E-02  RIPL-3               28.83           0.00          75.07           3           Cm245 
        96            246              0        3.000000E+01   5.000000E+00  RIPL-3                4.88           0.00          14.76           1           Cm246 
        96            247              0        1.200000E+00   3.000000E-01  RIPL-3               13.61           0.00          59.84           2           Cm247 
        96            248              0        3.000000E+01   5.000000E+00  RIPL-3                3.38           0.00          21.28           1           Cm248 
        97            249              0        1.100000E+00   9.999999E-02  RIPL-3                4.96           0.00          38.43           1           Bk249 
        98            249              0        7.600001E-01   9.999999E-02  RIPL-3                3.82           0.00          26.27           3           Cf249 
        98            250              0        1.200000E+01   2.000000E+00  RIPL-2                0.00           0.00          48.61           0           Cf250 
        98            252              0        2.700000E+01   3.000000E+00  RIPL-3                5.44           0.00          83.62           0           Cf252 
